1,0,474,2,502,976
3,48,553,4,581,1080
5,96,632,6,660,1184
7,144,711,8,739,1288
1,474,948,2,976,1450
3,553,1052,4,1080,1554
5,632,1156,6,1184,1658
7,711,1260,8,1288,1762
1,948,1422,2,1450,1924
3,1052,1526,4,1554,2028
5,1156,1630,6,1658,2132
7,1260,1734,8,1762,2236
1,1422,1896,2,1924,2398
3,1526,2000,4,2028,2502
5,1630,2104,6,2132,2606
7,1734,2208,8,2236,2710
1,1896,2370,2,2398,2872
3,2000,2474,4,2502,2976
5,2104,2578,6,2606,3080
7,2208,2682,8,2710,3184
1,2370,2844,2,2872,3346
3,2474,2948,4,2976,3450
5,2578,3052,6,3080,3554
7,2682,3156,8,3184,3658
1,2844,3318,2,3346,3820
3,2948,3422,4,3450,3924
5,3052,3526,6,3554,4028
7,3156,3630,8,3658,4132
1,3318,3792,2,3820,4294
3,3422,3896,4,3924,4398
5,3526,4000,6,4028,4502
7,3630,4104,8,4132,4606
1,3792,4266,2,4294,4768
3,3896,4370,4,4398,4872
5,4000,4474,6,4502,4976
7,4104,4578,8,4606,5080
1,4266,4740,2,4768,5242
3,4370,4844,4,4872,5346
5,4474,4948,6,4976,5450
7,4578,5052,8,5080,5554
1,4740,5214,2,5242,5716
3,4844,5318,4,5346,5820
5,4948,5422,6,5450,5924
7,5052,5526,8,5554,6028
1,5214,5688,2,5716,6190
3,5318,5792,4,5820,6294
5,5422,5896,6,5924,6398
7,5526,6000,8,6028,6502
1,5688,6162,2,6190,6664
3,5792,6266,4,6294,6768
5,5896,6370,6,6398,6872
7,6000,6474,8,6502,6976
1,6162,6636,2,6664,7138
3,6266,6740,4,6768,7242
5,6370,6844,6,6872,7346
7,6474,6948,8,6976,7450
1,6636,7110,2,7138,7612
3,6740,7214,4,7242,7716
5,6844,7318,6,7346,7820
7,6948,7422,8,7450,7924
1,7110,7584,2,7612,8086
3,7214,7688,4,7716,8190
5,7318,7792,6,7820,8294
7,7422,7896,8,7924,8398
1,7584,8058,2,8086,8560
3,7688,8162,4,8190,8664
5,7792,8266,6,8294,8768
7,7896,8370,8,8398,8872
1,8058,8532,2,8560,9034
3,8162,8636,4,8664,9138
5,8266,8740,6,8768,9242
7,8370,8844,8,8872,9346
1,8532,9006,2,9034,9508
3,8636,9110,4,9138,9612
5,8740,9214,6,9242,9716
7,8844,9318,8,9346,9820
1,9006,9480,2,9508,9982
3,9110,9584,4,9612,10086
5,9214,9688,6,9716,10190
7,9318,9792,8,9820,10294
1,9480,9954,2,9982,10456
3,9584,10058,4,10086,10560
5,9688,10162,6,10190,10664
7,9792,10266,8,10294,10768
1,9954,10428,2,10456,10930
3,10058,10532,4,10560,11034
5,10162,10636,6,10664,11138
7,10266,10740,8,10768,11242
1,10428,10902,2,10930,11404
3,10532,11006,4,11034,11508
5,10636,11110,6,11138,11612
7,10740,11214,8,11242,11716
1,10902,11376,2,11404,11878
3,11006,11480,4,11508,11982
5,11110,11584,6,11612,12086
7,11214,11688,8,11716,12190
1,11376,11850,2,11878,12352
3,11480,11954,4,11982,12456
5,11584,12058,6,12086,12560
7,11688,12162,8,12190,12664
1,11850,12324,2,12352,12826
3,11954,12428,4,12456,12930
5,12058,12532,6,12560,13034
7,12162,12636,8,12664,13138
1,12324,12798,2,12826,13300
3,12428,12902,4,12930,13404
5,12532,13006,6,13034,13508
7,12636,13110,8,13138,13612
1,12798,13272,2,13300,13774
3,12902,13376,4,13404,13878
5,13006,13480,6,13508,13982
7,13110,13584,8,13612,14086
1,13272,13746,2,13774,14248
3,13376,13850,4,13878,14352
5,13480,13954,6,13982,14456
7,13584,14058,8,14086,14560
1,13746,14220,2,14248,14722
3,13850,14324,4,14352,14826
5,13954,14428,6,14456,14930
7,14058,14532,8,14560,15034
1,14220,14694,2,14722,15196
3,14324,14798,4,14826,15300
5,14428,14902,6,14930,15404
7,14532,15006,8,15034,15508
1,14694,15168,2,15196,15670
3,14798,15272,4,15300,15774
5,14902,15376,6,15404,15878
7,15006,15480,8,15508,15982
1,15168,15642,2,15670,16144
3,15272,15746,4,15774,16248
5,15376,15850,6,15878,16352
7,15480,15954,8,15982,16456
1,15642,16116,2,16144,16618
3,15746,16220,4,16248,16722
5,15850,16324,6,16352,16826
7,15954,16428,8,16456,16930
1,16116,16590,2,16618,17092
3,16220,16694,4,16722,17196
5,16324,16798,6,16826,17300
7,16428,16902,8,16930,17404
1,16590,17064,2,17092,17566
3,16694,17168,4,17196,17670
5,16798,17272,6,17300,17774
7,16902,17376,8,17404,17878
1,17064,17538,2,17566,18040
3,17168,17642,4,17670,18144
5,17272,17746,6,17774,18248
7,17376,17850,8,17878,18352
1,17538,18012,2,18040,18514
3,17642,18116,4,18144,18618
5,17746,18220,6,18248,18722
7,17850,18324,8,18352,18826
1,18012,18486,2,18514,18988
3,18116,18590,4,18618,19092
5,18220,18694,6,18722,19196
7,18324,18798,8,18826,19300
1,18486,18960,2,18988,19462
3,18590,19064,4,19092,19566
5,18694,19168,6,19196,19670
7,18798,19272,8,19300,19774
1,18960,19434,2,19462,19936
3,19064,19538,4,19566,20040
5,19168,19642,6,19670,20144
7,19272,19746,8,19774,20248
1,19434,19908,2,19936,20410
3,19538,20012,4,20040,20514
5,19642,20116,6,20144,20618
7,19746,20220,8,20248,20722
1,19908,20382,2,20410,20884
3,20012,20486,4,20514,20988
5,20116,20590,6,20618,21092
7,20220,20694,8,20722,21196
1,20382,20856,2,20884,21358
3,20486,20960,4,20988,21462
5,20590,21064,6,21092,21566
7,20694,21168,8,21196,21670
1,20856,21330,2,21358,21832
3,20960,21434,4,21462,21936
5,21064,21538,6,21566,22040
7,21168,21642,8,21670,22144
1,21330,21804,2,21832,22306
3,21434,21908,4,21936,22410
5,21538,22012,6,22040,22514
7,21642,22116,8,22144,22618
1,21804,22278,2,22306,22780
3,21908,22382,4,22410,22884
5,22012,22486,6,22514,22988
7,22116,22590,8,22618,23092
1,22278,22752,2,22780,23254
3,22382,22856,4,22884,23358
5,22486,22960,6,22988,23462
7,22590,23064,8,23092,23566
1,22752,23226,2,23254,23728
