1,0,529,4,577,810
2,28,886,6,950,1191
3,79,608,6,656,950
5,127,687,4,810,1087
7,175,1026,4,1087,1320
1,529,1396,6,1457,1698
3,608,1143,6,1191,1457
5,687,1247,4,1320,1594
7,1026,1533,4,1594,1827
3,1143,1650,6,1698,1964
5,1247,1754,4,1827,2101
1,1396,1903,6,1964,2205
7,1533,2040,4,2101,2334
3,1650,2157,6,2205,2471
5,1754,2261,4,2334,2608
1,1903,2410,6,2471,2712
7,2040,2547,4,2608,2841
3,2157,2664,6,2712,2978
5,2261,2768,4,2841,3115
1,2410,2917,6,2978,3219
7,2547,3054,4,3115,3348
3,2664,3171,6,3219,3485
5,2768,3275,4,3348,3622
1,2917,3424,6,3485,3726
7,3054,3561,4,3622,3855
3,3171,3678,6,3726,3992
5,3275,3782,4,3855,4129
1,3424,3931,6,3992,4233
7,3561,4068,4,4129,4362
3,3678,4185,6,4233,4499
5,3782,4289,4,4362,4636
1,3931,4438,6,4499,4740
7,4068,4575,4,4636,4869
3,4185,4692,6,4740,5006
5,4289,4796,4,4869,5143
1,4438,4945,6,5006,5247
7,4575,5082,4,5143,5376
3,4692,5199,6,5247,5513
5,4796,5303,4,5376,5650
1,4945,5452,6,5513,5754
7,5082,5589,4,5650,5883
3,5199,5706,6,5754,6020
5,5303,5810,4,5883,6157
1,5452,5959,6,6020,6261
7,5589,6096,4,6157,6390
3,5706,6213,6,6261,6527
5,5810,6317,4,6390,6664
1,5959,6466,6,6527,6768
7,6096,6603,4,6664,6897
3,6213,6720,6,6768,7034
5,6317,6824,4,6897,7171
1,6466,6973,6,7034,7275
7,6603,7110,4,7171,7404
3,6720,7227,6,7275,7541
5,6824,7331,4,7404,7678
1,6973,7480,6,7541,7782
7,7110,7617,4,7678,7911
3,7227,7734,6,7782,8048
5,7331,7838,4,7911,8185
1,7480,7987,6,8048,8289
7,7617,8124,4,8185,8418
3,7734,8241,6,8289,8555
5,7838,8345,4,8418,8692
1,7987,8494,6,8555,8796
7,8124,8631,4,8692,8925
3,8241,8748,6,8796,9062
5,8345,8852,4,8925,9199
1,8494,9001,6,9062,9303
7,8631,9138,4,9199,9432
3,8748,9255,6,9303,9569
5,8852,9359,4,9432,9706
1,9001,9508,6,9569,9810
7,9138,9645,4,9706,9939
3,9255,9762,6,9810,10076
5,9359,9866,4,9939,10213
1,9508,10015,6,10076,10317
7,9645,10152,4,10213,10446
3,9762,10269,6,10317,10583
5,9866,10373,4,10446,10720
1,10015,10522,6,10583,10824
7,10152,10659,4,10720,10953
3,10269,10776,6,10824,11090
5,10373,10880,4,10953,11227
1,10522,11029,6,11090,11331
7,10659,11166,4,11227,11460
3,10776,11283,6,11331,11597
5,10880,11387,4,11460,11734
1,11029,11536,6,11597,11838
7,11166,11673,4,11734,11967
3,11283,11790,6,11838,12104
5,11387,11894,4,11967,12241
1,11536,12043,6,12104,12345
7,11673,12180,4,12241,12474
3,11790,12297,6,12345,12611
