1,0,634
2,28,687
3,79,763
4,107,816
5,158,892
6,186,945
7,237,1021
8,265,1074
1,634,1268
2,687,1321
3,763,1397
4,816,1450
5,892,1526
6,945,1579
7,1021,1655
8,1074,1708
1,1268,1902
2,1321,1955
3,1397,2031
4,1450,2084
5,1526,2160
6,1579,2213
7,1655,2289
8,1708,2342
1,1902,2536
2,1955,2589
3,2031,2665
4,2084,2718
5,2160,2794
6,2213,2847
7,2289,2923
8,2342,2976
1,2536,3170
2,2589,3223
3,2665,3299
4,2718,3352
5,2794,3428
6,2847,3481
7,2923,3557
8,2976,3610
1,3170,3804
2,3223,3857
3,3299,3933
4,3352,3986
5,3428,4062
6,3481,4115
7,3557,4191
8,3610,4244
1,3804,4438
2,3857,4491
3,3933,4567
4,3986,4620
5,4062,4696
6,4115,4749
7,4191,4825
8,4244,4878
1,4438,5072
2,4491,5125
3,4567,5201
4,4620,5254
5,4696,5330
6,4749,5383
7,4825,5459
8,4878,5512
1,5072,5706
2,5125,5759
3,5201,5835
4,5254,5888
5,5330,5964
6,5383,6017
7,5459,6093
8,5512,6146
1,5706,6340
2,5759,6393
3,5835,6469
4,5888,6522
5,5964,6598
6,6017,6651
7,6093,6727
8,6146,6780
1,6340,6974
2,6393,7027
3,6469,7103
4,6522,7156
5,6598,7232
6,6651,7285
7,6727,7361
8,6780,7414
1,6974,7608
2,7027,7661
3,7103,7737
4,7156,7790
5,7232,7866
6,7285,7919
7,7361,7995
8,7414,8048
1,7608,8242
2,7661,8295
3,7737,8371
4,7790,8424
5,7866,8500
6,7919,8553
7,7995,8629
8,8048,8682
1,8242,8876
2,8295,8929
3,8371,9005
4,8424,9058
5,8500,9134
6,8553,9187
7,8629,9263
8,8682,9316
1,8876,9510
2,8929,9563
3,9005,9639
4,9058,9692
5,9134,9768
6,9187,9821
7,9263,9897
8,9316,9950
1,9510,10144
2,9563,10197
3,9639,10273
4,9692,10326
5,9768,10402
6,9821,10455
7,9897,10531
8,9950,10584
1,10144,10778
2,10197,10831
3,10273,10907
4,10326,10960
5,10402,11036
6,10455,11089
7,10531,11165
8,10584,11218
1,10778,11412
2,10831,11465
3,10907,11541
4,10960,11594
5,11036,11670
6,11089,11723
7,11165,11799
8,11218,11852
1,11412,12046
2,11465,12099
3,11541,12175
4,11594,12228
5,11670,12304
6,11723,12357
7,11799,12433
8,11852,12486
1,12046,12680
2,12099,12733
3,12175,12809
4,12228,12862
5,12304,12938
6,12357,12991
7,12433,13067
8,12486,13120
1,12680,13314
2,12733,13367
3,12809,13443
4,12862,13496
5,12938,13572
6,12991,13625
7,13067,13701
8,13120,13754
1,13314,13948
2,13367,14001
3,13443,14077
4,13496,14130
5,13572,14206
6,13625,14259
7,13701,14335
8,13754,14388
1,13948,14582
2,14001,14635
3,14077,14711
4,14130,14764
5,14206,14840
6,14259,14893
7,14335,14969
8,14388,15022
1,14582,15216
2,14635,15269
3,14711,15345
4,14764,15398
5,14840,15474
6,14893,15527
7,14969,15603
8,15022,15656
1,15216,15850
2,15269,15903
3,15345,15979
4,15398,16032
5,15474,16108
6,15527,16161
7,15603,16237
8,15656,16290
1,15850,16484
2,15903,16537
3,15979,16613
4,16032,16666
5,16108,16742
6,16161,16795
7,16237,16871
8,16290,16924
1,16484,17118
2,16537,17171
3,16613,17247
4,16666,17300
5,16742,17376
6,16795,17429
7,16871,17505
8,16924,17558
1,17118,17752
2,17171,17805
3,17247,17881
4,17300,17934
5,17376,18010
6,17429,18063
7,17505,18139
8,17558,18192
1,17752,18386
2,17805,18439
3,17881,18515
4,17934,18568
5,18010,18644
6,18063,18697
7,18139,18773
8,18192,18826
1,18386,19020
2,18439,19073
3,18515,19149
4,18568,19202
5,18644,19278
6,18697,19331
7,18773,19407
8,18826,19460
1,19020,19654
2,19073,19707
3,19149,19783
4,19202,19836
5,19278,19912
6,19331,19965
7,19407,20041
8,19460,20094
1,19654,20288
2,19707,20341
3,19783,20417
4,19836,20470
5,19912,20546
6,19965,20599
7,20041,20675
8,20094,20728
1,20288,20922
2,20341,20975
3,20417,21051
4,20470,21104
5,20546,21180
6,20599,21233
7,20675,21309
8,20728,21362
1,20922,21556
2,20975,21609
3,21051,21685
4,21104,21738
5,21180,21814
6,21233,21867
7,21309,21943
8,21362,21996
1,21556,22190
2,21609,22243
3,21685,22319
4,21738,22372
5,21814,22448
6,21867,22501
7,21943,22577
8,21996,22630
1,22190,22824
2,22243,22877
3,22319,22953
4,22372,23006
5,22448,23082
6,22501,23135
7,22577,23211
8,22630,23264
1,22824,23458
2,22877,23511
3,22953,23587
4,23006,23640
5,23082,23716
6,23135,23769
7,23211,23845
8,23264,23898
1,23458,24092
3,23587,24195
4,23640,24248
5,23716,24324
6,23769,24377
7,23845,24453
8,23898,24506
1,24092,24726
3,24195,24803
4,24248,24856
5,24324,24932
6,24377,24985
7,24453,25061
8,24506,25114
1,24726,25360
3,24803,25433
4,24856,25486
5,24932,25562
6,24985,25615
7,25061,25691
8,25114,25744
1,25360,25994
3,25433,26067
4,25486,26120
5,25562,26196
6,25615,26346
8,25744,26422
1,25994,26628
3,26067,26701
4,26120,26754
5,26196,26830
2,26282,26916
6,26346,27005
8,26422,27081
1,26628,27262
3,26701,27335
4,26754,27388
5,26830,27464
2,26916,27550
6,27005,27639
8,27081,27715
1,27262,27896
3,27335,27969
4,27388,28022
5,27464,28098
2,27550,28184
6,27639,28273
8,27715,28349
1,27896,28546
3,27969,28619
4,28022,28672
5,28098,28748
