1,0,354,2,382,990
3,48,433,4,461,1094
7,109,525,8,553,1211
1,354,708,5,769,1317
3,433,817,6,865,1464
7,525,916,2,990,1588
1,708,1046,4,1094,1751
3,817,1150,8,1211,2022
7,916,1267,5,1317,1888
1,1046,1403,6,1464,2126
3,1150,1540,2,1588,2243
7,1267,1690,4,1751,2347
1,1403,1827,5,1888,2484
3,1540,1961,8,2022,2644
7,1690,2078,6,2126,2781
1,1827,2215,2,2243,3022
3,1961,2319,4,2347,2918
7,2078,2436,5,2484,3146
1,2215,2570,8,2644,3247
3,2319,2733,6,2781,3410
7,2436,2857,4,2918,3514
1,2570,2994,2,3022,3677
3,2733,3098,5,3146,3794
7,2857,3219,8,3247,3928
1,2994,3349,6,3410,4032
3,3098,3486,4,3514,4169
7,3219,3603,2,3677,4273
1,3349,3733,5,3794,4423
3,3486,3867,8,3928,4583
7,3603,3984,6,4032,4837
1,3733,4121,4,4169,4700
3,3867,4225,2,4273,4954
7,3984,4375,5,4423,5078
1,4121,4509,8,4583,5179
3,4225,4672,4,4700,5329
7,4375,4789,6,4837,5433
1,4509,4926,2,4954,5583
3,4672,5030,5,5078,5700
7,4789,5151,8,5179,5834
1,4926,5281,4,5329,5951
3,5030,5385,6,5433,6088
7,5151,5509,2,5583,6212
1,5281,5639,5,5700,6362
3,5385,5773,8,5834,6522
7,5509,5890,4,5951,6639
1,5639,6027,6,6088,6776
3,5773,6164,2,6212,6893
7,5890,6314,5,6362,7017
1,6027,6448,8,6522,7118
3,6164,6611,4,6639,7268
7,6314,6728,6,6776,7372
1,6448,6865,2,6893,7522
3,6611,6969,5,7017,7639
7,6728,7090,8,7118,7773
1,6865,7220,4,7268,7890
3,6969,7324,6,7372,8027
7,7090,7448,2,7522,8151
1,7220,7578,5,7639,8301
3,7324,7712,8,7773,8461
7,7448,7829,4,7890,8578
1,7578,7966,6,8027,8715
3,7712,8103,2,8151,8832
7,7829,8253,5,8301,8956
1,7966,8387,8,8461,9057
3,8103,8550,4,8578,9207
7,8253,8667,6,8715,9311
1,8387,8804,2,8832,9461
3,8550,8908,5,8956,9578
7,8667,9029,8,9057,9712
1,8804,9159,4,9207,9829
3,8908,9263,6,9311,9966
7,9029,9387,2,9461,10090
1,9159,9517,5,9578,10240
3,9263,9651,8,9712,10400
7,9387,9768,4,9829,10517
1,9517,9905,6,9966,10654
3,9651,10042,2,10090,10771
7,9768,10192,5,10240,10895
1,9905,10326,8,10400,10996
3,10042,10489,4,10517,11146
7,10192,10606,6,10654,11250
1,10326,10743,2,10771,11400
3,10489,10847,5,10895,11517
7,10606,10968,8,10996,11651
1,10743,11098,4,11146,11768
3,10847,11202,6,11250,11905
7,10968,11326,2,11400,12029
1,11098,11456,5,11517,12179
3,11202,11590,8,11651,12339
7,11326,11707,4,11768,12456
1,11456,11844,6,11905,12593
3,11590,11981,2,12029,12710
7,11707,12131,5,12179,12834
1,11844,12265,8,12339,12935
3,11981,12428,4,12456,13085
7,12131,12545,6,12593,13189
1,12265,12682,2,12710,13339
3,12428,12786,5,12834,13456
7,12545,12907,8,12935,13590
1,12682,13037,4,13085,13707
3,12786,13141,6,13189,13844
7,12907,13265,2,13339,13968
1,13037,13395,5,13456,14118
3,13141,13529,8,13590,14278
7,13265,13646,4,13707,14395
1,13395,13783,6,13844,14532
3,13529,13920,2,13968,14649
7,13646,14070,5,14118,14773
1,13783,14204,8,14278,14874
3,13920,14367,4,14395,15024
7,14070,14484,6,14532,15128
1,14204,14621,2,14649,15278
3,14367,14725,5,14773,15395
7,14484,14846,8,14874,15529
1,14621,14976,4,15024,15646
3,14725,15080,6,15128,15783
7,14846,15204,2,15278,15907
1,14976,15334,5,15395,16057
3,15080,15468,8,15529,16217
7,15204,15585,4,15646,16334
1,15334,15722,6,15783,16471
3,15468,15859,2,15907,16588
7,15585,16009,5,16057,16712
1,15722,16143,8,16217,16813
3,15859,16306,4,16334,16963
7,16009,16423,6,16471,17067
1,16143,16560,2,16588,17217
3,16306,16664,5,16712,17334
7,16423,16785,8,16813,17468
1,16560,16915,4,16963,17585
3,16664,17019,6,17067,17722
7,16785,17143,2,17217,17846
1,16915,17273,5,17334,17996
3,17019,17407,8,17468,18156
7,17143,17524,4,17585,18273
1,17273,17661,6,17722,18410
3,17407,17798,2,17846,18527
7,17524,17948,5,17996,18651
1,17661,18082,8,18156,18752
3,17798,18245,4,18273,18902
7,17948,18362,6,18410,19006
1,18082,18499,2,18527,19156
3,18245,18603,5,18651,19273
7,18362,18724,8,18752,19407
1,18499,18854,4,18902,19524
3,18603,18958,6,19006,19661
7,18724,19082,2,19156,19785
1,18854,19212,5,19273,19935
3,18958,19346,8,19407,20095
7,19082,19463,4,19524,20212
1,19212,19600,6,19661,20349
3,19346,19737,2,19785,20466
7,19463,19887,5,19935,20590
1,19600,20021,8,20095,20691
3,19737,20184,4,20212,20841
7,19887,20301,6,20349,20945
1,20021,20438,2,20466,21095
3,20184,20542,5,20590,21212
7,20301,20663,8,20691,21346
1,20438,20793,4,20841,21463
3,20542,20897,6,20945,21600
7,20663,21021,2,21095,21724
1,20793,21151,5,21212,21874
3,20897,21285,8,21346,22034
7,21021,21402,4,21463,22151
1,21151,21539,6,21600,22288
3,21285,21676,2,21724,22405
7,21402,21826,5,21874,22529
1,21539,21960,8,22034,22630
3,21676,22123,4,22151,22780
