1,0,354,2,382,913
3,48,433,4,461,1017
5,96,512,6,540,1121
7,144,591,8,619,1225
1,354,708,2,913,1444
3,433,989,4,1017,1548
5,512,1093,6,1121,1652
7,591,1197,8,1225,1756
1,708,1327,2,1444,1975
3,989,1520,4,1548,2079
5,1093,1624,6,1652,2183
7,1197,1728,8,1756,2287
1,1327,1858,2,1975,2506
3,1520,2051,4,2079,2610
5,1624,2155,6,2183,2714
7,1728,2259,8,2287,2818
1,1858,2389,2,2506,3037
3,2051,2582,4,2610,3141
5,2155,2686,6,2714,3245
7,2259,2790,8,2818,3349
1,2389,2920,2,3037,3568
3,2582,3113,4,3141,3672
5,2686,3217,6,3245,3776
7,2790,3321,8,3349,3880
1,2920,3451,2,3568,4099
3,3113,3644,4,3672,4203
5,3217,3748,6,3776,4307
7,3321,3852,8,3880,4411
1,3451,3982,2,4099,4630
3,3644,4175,4,4203,4734
5,3748,4279,6,4307,4838
7,3852,4383,8,4411,4942
1,3982,4513,2,4630,5161
3,4175,4706,4,4734,5265
5,4279,4810,6,4838,5369
7,4383,4914,8,4942,5473
1,4513,5044,2,5161,5692
3,4706,5237,4,5265,5796
5,4810,5341,6,5369,5900
7,4914,5445,8,5473,6004
1,5044,5575,2,5692,6223
3,5237,5768,4,5796,6327
5,5341,5872,6,5900,6431
7,5445,5976,8,6004,6535
1,5575,6106,2,6223,6754
3,5768,6299,4,6327,6858
5,5872,6403,6,6431,6962
7,5976,6507,8,6535,7066
1,6106,6637,2,6754,7285
3,6299,6830,4,6858,7389
5,6403,6934,6,6962,7493
7,6507,7038,8,7066,7597
1,6637,7168,2,7285,7816
3,6830,7361,4,7389,7920
5,6934,7465,6,7493,8024
7,7038,7569,8,7597,8128
1,7168,7699,2,7816,8347
3,7361,7892,4,7920,8451
5,7465,7996,6,8024,8555
7,7569,8100,8,8128,8659
1,7699,8230,2,8347,8878
3,7892,8423,4,8451,8982
5,7996,8527,6,8555,9086
7,8100,8631,8,8659,9190
1,8230,8761,2,8878,9409
3,8423,8954,4,8982,9513
5,8527,9058,6,9086,9617
7,8631,9162,8,9190,9721
1,8761,9292,2,9409,9940
3,8954,9485,4,9513,10044
5,9058,9589,6,9617,10148
7,9162,9693,8,9721,10252
1,9292,9823,2,9940,10471
3,9485,10016,4,10044,10575
5,9589,10120,6,10148,10679
7,9693,10224,8,10252,10783
1,9823,10354,2,10471,11002
3,10016,10547,4,10575,11106
5,10120,10651,6,10679,11210
7,10224,10755,8,10783,11314
1,10354,10885,2,11002,11533
3,10547,11078,4,11106,11637
5,10651,11182,6,11210,11741
7,10755,11286,8,11314,11845
1,10885,11416,2,11533,12064
3,11078,11609,4,11637,12168
