1,0,341,2,369,990
3,48,420,4,448,1094
5,96,499,6,527,1198
1,341,682,7,756,1304
3,420,817,8,878,1477
5,499,929,2,990,1614
1,682,1046,4,1094,1868
3,817,1150,6,1198,1731
5,929,1254,7,1304,1985
1,1046,1403,8,1477,2106
3,1150,1566,2,1614,2236
5,1254,1703,6,1731,2360
1,1403,1820,4,1868,2464
3,1566,1924,7,1985,2614
5,1703,2058,8,2106,2761
1,1820,2208,2,2236,2898
3,1924,2312,6,2360,3015
5,2058,2416,4,2464,3119
1,2208,2540,7,2614,3243
3,2312,2700,8,2761,3416
5,2416,2837,2,2898,3553
1,2540,2954,6,3015,3670
3,2700,3091,4,3119,3807
5,2837,3195,7,3243,3924
1,2954,3342,8,3416,4045
3,3091,3505,2,3553,4175
5,3195,3642,6,3670,4299
1,3342,3759,4,3807,4403
3,3505,3863,7,3924,4553
5,3642,3997,8,4045,4700
1,3759,4147,2,4175,4837
3,3863,4251,6,4299,4954
5,3997,4355,4,4403,5058
1,4147,4479,7,4553,5182
3,4251,4639,8,4700,5355
5,4355,4776,2,4837,5492
1,4479,4893,6,4954,5609
3,4639,5030,4,5058,5746
5,4776,5134,7,5182,5863
1,4893,5281,8,5355,5984
3,5030,5444,2,5492,6114
5,5134,5581,6,5609,6238
1,5281,5698,4,5746,6342
3,5444,5802,7,5863,6492
5,5581,5936,8,5984,6639
1,5698,6086,2,6114,6776
3,5802,6190,6,6238,6893
5,5936,6294,4,6342,6997
1,6086,6418,7,6492,7121
3,6190,6578,8,6639,7294
5,6294,6715,2,6776,7431
1,6418,6832,6,6893,7548
3,6578,6969,4,6997,7685
5,6715,7073,7,7121,7802
1,6832,7220,8,7294,7923
3,6969,7383,2,7431,8053
5,7073,7520,6,7548,8177
1,7220,7637,4,7685,8281
3,7383,7741,7,7802,8431
5,7520,7875,8,7923,8578
1,7637,8025,2,8053,8715
3,7741,8129,6,8177,8832
5,7875,8233,4,8281,8936
1,8025,8357,7,8431,9060
3,8129,8517,8,8578,9233
5,8233,8654,2,8715,9370
1,8357,8771,6,8832,9487
3,8517,8908,4,8936,9624
5,8654,9012,7,9060,9741
1,8771,9159,8,9233,9862
3,8908,9322,2,9370,9992
5,9012,9459,6,9487,10116
1,9159,9576,4,9624,10220
3,9322,9680,7,9741,10370
5,9459,9814,8,9862,10517
1,9576,9964,2,9992,10654
3,9680,10068,6,10116,10771
5,9814,10172,4,10220,10875
1,9964,10296,7,10370,10999
3,10068,10456,8,10517,11172
