1,0,654
2,28,707
3,79,783
4,107,836
5,158,912
6,186,965
7,237,1041
8,265,1094
1,654,1308
2,707,1361
3,783,1437
4,836,1490
5,912,1566
6,965,1619
7,1041,1695
8,1094,1748
1,1308,1962
2,1361,2015
3,1437,2091
4,1490,2144
5,1566,2220
6,1619,2273
7,1695,2349
8,1748,2402
1,1962,2616
2,2015,2669
3,2091,2745
4,2144,2798
5,2220,2874
6,2273,2927
7,2349,3003
8,2402,3056
1,2616,3270
2,2669,3323
3,2745,3399
4,2798,3452
5,2874,3528
6,2927,3581
7,3003,3657
8,3056,3710
1,3270,3924
2,3323,3977
3,3399,4053
4,3452,4106
5,3528,4182
6,3581,4235
7,3657,4311
8,3710,4364
1,3924,4578
2,3977,4631
3,4053,4707
4,4106,4760
5,4182,4836
6,4235,4889
7,4311,4965
8,4364,5018
1,4578,5232
2,4631,5285
3,4707,5361
4,4760,5414
5,4836,5490
6,4889,5543
7,4965,5619
8,5018,5672
1,5232,5886
2,5285,5939
3,5361,6015
4,5414,6068
5,5490,6144
6,5543,6197
7,5619,6273
8,5672,6326
1,5886,6540
2,5939,6593
3,6015,6669
4,6068,6722
5,6144,6798
6,6197,6851
7,6273,6927
8,6326,6980
1,6540,7194
2,6593,7247
3,6669,7323
4,6722,7376
5,6798,7452
6,6851,7505
7,6927,7581
8,6980,7634
1,7194,7848
2,7247,7901
3,7323,7977
4,7376,8030
5,7452,8106
6,7505,8159
7,7581,8235
1,7848,8502
2,7901,8555
3,7977,8631
4,8030,8684
5,8106,8760
6,8159,8813
7,8235,8889
1,8502,9156
2,8555,9209
3,8631,9285
4,8684,9338
5,8760,9414
6,8813,9467
7,8889,9543
1,9156,9810
2,9209,9863
3,9285,9939
4,9338,10291
5,9414,10076
6,9467,10129
7,9543,10205
1,9810,10438
2,9863,10491
3,9939,10567
8,10025,10669
5,10076,10745
6,10129,10798
7,10205,10874
4,10291,10960
1,10438,11066
2,10491,11119
3,10567,11195
8,10669,11313
5,10745,11389
6,10798,11442
7,10874,11518
4,10960,11604
1,11066,11694
2,11119,11747
3,11195,11823
8,11313,11957
5,11389,12033
6,11442,12086
7,11518,12162
4,11604,12248
1,11694,12324
2,11747,12377
3,11823,12453
8,11957,12601
5,12033,12677
6,12086,12730
7,12162,12806
4,12248,12892
1,12324,12968
2,12377,13021
3,12453,13097
8,12601,13245
5,12677,13321
6,12730,13374
7,12806,13450
4,12892,13536
2,13021,13652
3,13097,13728
8,13245,13889
5,13321,13965
6,13374,14018
7,13450,14094
4,13536,14180
2,13652,14283
3,13728,14359
5,13965,14606
6,14018,14659
7,14094,14735
4,14180,14824
2,14283,14914
3,14359,14990
1,14469,15097
5,14606,15247
6,14659,15300
7,14735,15376
4,14824,15468
2,14914,15545
3,14990,15621
1,15097,15725
5,15247,15888
6,15300,15941
7,15376,16048
4,15468,16134
2,15545,16210
3,15621,16286
1,15725,16359
5,15888,16529
6,15941,16582
8,16017,16658
7,16048,16714
4,16134,16800
2,16210,16876
3,16286,16952
1,16359,17025
5,16529,17170
6,16582,17223
8,16658,17299
7,16714,17355
4,16800,17444
2,16876,17520
3,16952,17596
1,17025,17669
5,17170,17811
6,17223,17864
8,17299,17940
7,17355,17996
4,17444,18088
2,17520,18164
3,17596,18240
1,17669,18313
5,17811,18452
6,17864,18505
8,17940,18581
7,17996,18637
4,18088,18732
2,18164,18808
3,18240,18884
1,18313,18957
5,18452,19093
6,18505,19146
8,18581,19222
7,18637,19278
4,18732,19376
2,18808,19452
3,18884,19528
1,18957,19601
5,19093,19734
6,19146,19787
8,19222,19863
7,19278,19919
4,19376,20020
2,19452,20096
3,19528,20172
1,19601,20245
5,19734,20375
6,19787,20428
8,19863,20504
7,19919,20560
4,20020,20664
2,20096,20740
3,20172,20816
1,20245,20889
5,20375,21016
6,20428,21069
8,20504,21145
7,20560,21201
4,20664,21308
2,20740,21384
3,20816,21460
1,20889,21533
5,21016,21657
6,21069,21710
8,21145,21786
7,21201,21842
4,21308,21952
2,21384,22028
3,21460,22104
1,21533,22177
5,21657,22298
6,21710,22351
8,21786,22427
7,21842,22483
4,21952,22596
2,22028,22672
3,22104,22748
1,22177,22821
5,22298,22939
6,22351,22992
8,22427,23068
7,22483,23124
4,22596,23240
2,22672,23316
3,22748,23392
1,22821,23465
5,22939,23580
6,22992,23633
8,23068,23709
7,23124,23765
4,23240,23884
2,23316,23960
3,23392,24036
1,23465,24109
5,23580,24221
6,23633,24274
8,23709,24350
7,23765,24406
4,23884,24528
2,23960,24604
3,24036,24680
1,24109,24753
5,24221,24862
6,24274,24915
8,24350,24991
7,24406,25047
4,24528,25172
2,24604,25248
3,24680,25324
1,24753,25397
5,24862,25503
6,24915,25556
8,24991,25632
7,25047,25688
4,25172,25816
2,25248,25892
3,25324,25968
1,25397,26041
5,25503,26144
6,25556,26197
8,25632,26273
7,25688,26329
4,25816,26460
2,25892,26536
3,25968,26612
1,26041,26685
5,26144,26785
6,26197,26838
8,26273,26914
7,26329,26970
4,26460,27104
2,26536,27180
3,26612,27256
1,26685,27329
5,26785,27426
8,26914,27545
7,26970,27601
4,27104,27748
2,27180,27824
3,27256,27900
1,27329,27973
5,27426,28067
8,27545,28176
7,27601,28232
4,27748,28392
2,27824,28468
3,27900,28544
1,27973,28617
5,28067,28708
