1,0,529,4,577,810
2,28,886,6,950,1191
3,79,608,6,656,950
5,127,687,4,810,1087
7,175,1026,4,1087,1320
8,203,8434,6,8591,8824
1,529,1396,6,1457,1698
3,608,1143,6,1191,1457
5,687,1247,4,1320,1594
2,886,7333,6,7397,7638
7,1026,1533,4,1594,1827
3,1143,1650,6,1698,1964
5,1247,1754,4,1827,2101
1,1396,1903,6,1964,2205
7,1533,2040,4,2101,2334
3,1650,2157,6,2205,2471
5,1754,2261,4,2334,2608
1,1903,2410,6,2471,2712
7,2040,2547,4,2608,2841
3,2157,2664,6,2712,2978
5,2261,2768,4,2841,3115
1,2410,2917,6,2978,3219
7,2547,3054,4,3115,3348
3,2664,3171,6,3219,3485
5,2768,3275,4,3348,3622
1,2917,3424,6,3485,3726
7,3054,3561,4,3622,3855
3,3171,3678,6,3726,3992
5,3275,3782,4,3855,4129
1,3424,3931,6,3992,4233
7,3561,4068,4,4129,4362
3,3678,4185,6,4233,4499
5,3782,4289,4,4362,4636
1,3931,4438,6,4499,4740
7,4068,4575,4,4636,4869
3,4185,4692,6,4740,5006
5,4289,4796,4,4869,5143
1,4438,4945,6,5006,5247
7,4575,5082,4,5143,5376
3,4692,5199,6,5247,5513
5,4796,5303,4,5376,5650
7,5082,5589,4,5650,5863
3,5199,5706,4,5863,6096
5,5303,5939,4,6096,6329
1,5452,6172,4,6329,6542
7,5589,6963,4,7024,7257
3,5706,6385,4,6542,6775
5,5939,6618,4,6775,7024
1,6172,6851,6,6912,7145
3,6385,7080,6,7145,7397
5,6618,7201,4,7257,7534
1,6851,7843,6,7904,8145
7,6963,7473,4,7534,7767
3,7080,7590,6,7638,7904
5,7201,7694,4,7767,8041
2,7333,14424,6,14490,14764
3,7590,8097,6,8145,8358
5,7694,8201,6,8358,8591
1,7843,10525,4,10573,10819
7,7980,8667,6,8824,9037
3,8097,9113,6,9270,9503
5,8201,8880,6,9037,9270
8,8434,10241,4,10332,10573
7,8667,9346,6,9503,9716
5,8880,9559,6,9716,9949
3,9113,9792,6,9949,10165
7,9346,10025,4,10086,10332
5,9559,10137,6,10165,10436
3,9792,10388,6,10436,10677
7,10025,10753,4,10819,11065
5,10137,10649,6,10677,10923
8,10241,10999,4,11065,11306
3,10388,10875,6,10923,11202
1,10525,11141,6,11202,11435
5,10649,11258,4,11306,11572
7,10753,11511,4,11572,11813
3,10875,11362,6,11435,11709
1,11141,11648,6,11709,11942
5,11258,11765,4,11813,12079
3,11362,11869,6,11942,12216
7,11511,12018,4,12079,12320
1,11648,12155,6,12216,12449
5,11765,12272,4,12320,12586
3,11869,12376,6,12449,12723
7,12018,12525,4,12586,12827
1,12155,12662,6,12723,12956
5,12272,12779,4,12827,13093
3,12376,12883,6,12956,13230
7,12525,13032,4,13093,13334
1,12662,13169,6,13230,13463
5,12779,13286,4,13334,13600
3,12883,13390,6,13463,13737
7,13032,13539,4,13600,13841
1,13169,13676,6,13737,13970
