1,0,572
2,27,624
3,77,699
4,104,751
5,154,826
6,181,878
7,231,953
8,258,1005
1,572,1144
2,624,1201
3,699,1276
4,751,1328
5,826,1403
6,878,1455
7,953,1530
8,1005,1582
1,1144,1716
2,1201,1778
3,1276,1853
4,1328,1905
5,1403,1980
6,1455,2032
7,1530,2107
8,1582,2159
1,1716,2288
2,1778,2355
3,1853,2430
4,1905,2482
5,1980,2557
6,2032,2609
7,2107,2684
8,2159,2736
1,2288,2860
2,2355,2932
3,2430,3007
4,2482,3059
5,2557,3134
6,2609,3186
7,2684,3261
8,2736,3313
1,2860,3432
2,2932,3509
3,3007,3584
4,3059,3636
5,3134,3711
6,3186,3763
7,3261,3838
8,3313,3890
1,3432,4004
2,3509,4086
3,3584,4161
4,3636,4213
5,3711,4288
6,3763,4340
7,3838,4415
8,3890,4467
1,4004,4576
2,4086,4663
3,4161,4738
4,4213,4790
5,4288,4865
6,4340,4917
7,4415,4992
8,4467,5044
1,4576,5148
2,4663,5240
3,4738,5315
4,4790,5367
5,4865,5442
6,4917,5494
7,4992,5569
8,5044,5621
1,5148,5724
2,5240,5817
3,5315,5892
4,5367,5944
5,5442,6019
6,5494,6071
7,5569,6146
8,5621,6198
1,5724,6301
2,5817,6394
3,5892,6469
4,5944,6521
5,6019,6596
6,6071,6648
7,6146,6723
8,6198,6775
1,6301,6878
2,6394,6971
3,6469,7046
4,6521,7098
5,6596,7173
6,6648,7225
7,6723,7300
8,6775,7352
1,6878,7455
2,6971,7548
3,7046,7623
4,7098,7675
5,7173,7750
6,7225,7802
7,7300,7877
8,7352,7929
1,7455,8032
2,7548,8125
3,7623,8200
4,7675,8252
5,7750,8327
6,7802,8379
7,7877,8454
8,7929,8506
1,8032,8609
2,8125,8702
3,8200,8777
4,8252,8829
5,8327,8904
6,8379,8956
7,8454,9031
8,8506,9083
1,8609,9186
2,8702,9279
3,8777,9354
4,8829,9406
5,8904,9481
6,8956,9533
7,9031,9608
8,9083,9660
1,9186,9763
2,9279,9856
3,9354,9931
4,9406,9983
5,9481,10058
6,9533,10110
7,9608,10185
8,9660,10237
1,9763,10340
2,9856,10433
3,9931,10508
4,9983,10560
5,10058,10635
6,10110,10687
7,10185,10762
8,10237,10814
1,10340,10917
2,10433,11010
3,10508,11085
4,10560,11137
5,10635,11212
6,10687,11264
7,10762,11339
8,10814,11391
1,10917,11494
2,11010,11587
3,11085,11662
4,11137,11714
5,11212,11789
6,11264,11841
7,11339,11916
8,11391,11968
1,11494,12071
2,11587,12164
3,11662,12239
4,11714,12291
5,11789,12366
6,11841,12418
7,11916,12493
8,11968,12545
1,12071,12648
2,12164,12741
3,12239,12816
4,12291,12868
5,12366,12943
6,12418,12995
7,12493,13070
8,12545,13122
1,12648,13225
2,12741,13318
3,12816,13393
4,12868,13445
5,12943,13520
6,12995,13572
7,13070,13647
8,13122,13699
1,13225,13802
2,13318,13895
3,13393,13970
4,13445,14022
5,13520,14097
6,13572,14149
7,13647,14224
8,13699,14276
1,13802,14379
2,13895,14472
3,13970,14547
4,14022,14599
5,14097,14674
6,14149,14726
7,14224,14801
8,14276,14853
1,14379,14956
2,14472,15049
3,14547,15124
4,14599,15176
5,14674,15251
6,14726,15303
7,14801,15378
8,14853,15430
1,14956,15533
2,15049,15626
3,15124,15701
4,15176,15753
5,15251,15828
6,15303,15880
7,15378,15955
8,15430,16007
1,15533,16110
2,15626,16203
3,15701,16278
4,15753,16330
5,15828,16405
6,15880,16457
7,15955,16532
8,16007,16584
1,16110,16687
2,16203,16780
3,16278,16855
4,16330,16907
5,16405,16982
6,16457,17034
7,16532,17109
8,16584,17161
1,16687,17264
2,16780,17357
3,16855,17432
4,16907,17484
5,16982,17559
6,17034,17611
7,17109,17686
8,17161,17738
1,17264,17841
2,17357,17934
3,17432,18009
4,17484,18061
5,17559,18136
6,17611,18188
7,17686,18263
8,17738,18315
1,17841,18418
2,17934,18511
3,18009,18586
4,18061,18638
5,18136,18713
6,18188,18765
7,18263,18840
8,18315,18892
1,18418,18995
2,18511,19088
3,18586,19163
4,18638,19215
5,18713,19290
6,18765,19342
7,18840,19417
8,18892,19469
1,18995,19572
2,19088,19665
3,19163,19740
4,19215,19792
5,19290,19867
6,19342,19919
7,19417,19994
8,19469,20046
1,19572,20149
2,19665,20242
3,19740,20317
4,19792,20369
5,19867,20444
6,19919,20496
7,19994,20571
8,20046,20623
1,20149,20726
2,20242,20819
3,20317,20894
4,20369,20946
5,20444,21021
6,20496,21073
7,20571,21148
8,20623,21200
1,20726,21303
2,20819,21396
3,20894,21471
4,20946,21523
5,21021,21598
6,21073,21650
7,21148,21725
8,21200,21777
1,21303,21880
2,21396,21973
3,21471,22048
4,21523,22100
5,21598,22175
6,21650,22227
7,21725,22302
8,21777,22354
1,21880,22457
2,21973,22550
3,22048,22625
4,22100,22677
5,22175,22752
6,22227,22804
7,22302,22879
8,22354,22931
1,22457,23034
2,22550,23127
3,22625,23202
4,22677,23254
5,22752,23329
6,22804,23381
7,22879,23456
8,22931,23508
1,23034,23611
2,23127,23704
3,23202,23779
4,23254,23831
5,23329,23906
6,23381,23958
7,23456,24033
8,23508,24085
1,23611,24188
2,23704,24281
3,23779,24356
4,23831,24408
5,23906,24483
6,23958,24535
7,24033,24610
8,24085,24662
1,24188,24765
2,24281,24858
3,24356,24933
4,24408,24985
5,24483,25060
6,24535,25112
7,24610,25187
8,24662,25239
1,24765,25342
2,24858,25435
3,24933,25510
4,24985,25562
5,25060,25637
6,25112,25689
7,25187,25764
8,25239,25816
1,25342,25919
2,25435,26012
3,25510,26087
4,25562,26139
5,25637,26214
6,25689,26266
7,25764,26341
8,25816,26393
1,25919,26496
2,26012,26589
3,26087,26664
4,26139,26716
5,26214,26791
6,26266,26843
7,26341,26918
8,26393,26970
1,26496,27073
2,26589,27166
3,26664,27241
4,26716,27293
5,26791,27368
6,26843,27420
7,26918,27495
8,26970,27547
1,27073,27650
2,27166,27743
3,27241,27818
4,27293,27870
5,27368,27945
6,27420,27997
7,27495,28072
8,27547,28124
1,27650,28227
2,27743,28320
3,27818,28395
4,27870,28447
5,27945,28522
6,27997,28574
7,28072,28649
8,28124,28701
