1,0,610
2,30,670
3,88,758
4,118,818
5,176,906
6,206,966
7,264,1054
8,294,1114
1,610,1238
2,670,1298
3,758,1386
4,818,1446
5,906,1534
6,966,1594
7,1054,1682
8,1114,1742
1,1238,1866
2,1298,1926
3,1386,2014
4,1446,2074
5,1534,2162
6,1594,2222
7,1682,2310
8,1742,2370
1,1866,2494
2,1926,2554
3,2014,2642
4,2074,2702
5,2162,2790
6,2222,2850
7,2310,2938
8,2370,2998
1,2494,3122
2,2554,3182
3,2642,3270
4,2702,3330
5,2790,3418
6,2850,3478
7,2938,3566
8,2998,3626
1,3122,3750
2,3182,3810
3,3270,3898
4,3330,3958
5,3418,4046
6,3478,4106
7,3566,4194
8,3626,4254
1,3750,4378
2,3810,4438
3,3898,4526
4,3958,4586
5,4046,4674
6,4106,4734
7,4194,4822
8,4254,4882
1,4378,5006
2,4438,5066
3,4526,5154
4,4586,5214
5,4674,5302
6,4734,5362
7,4822,5450
8,4882,5510
1,5006,5634
2,5066,5694
3,5154,5782
4,5214,5842
5,5302,5930
6,5362,5990
7,5450,6078
8,5510,6138
1,5634,6262
2,5694,6322
3,5782,6410
4,5842,6470
5,5930,6558
6,5990,6618
7,6078,6706
8,6138,6766
1,6262,6890
2,6322,6950
3,6410,7038
4,6470,7098
5,6558,7186
6,6618,7246
7,6706,7334
8,6766,7394
1,6890,7518
2,6950,7578
3,7038,7666
4,7098,7726
5,7186,7814
6,7246,7874
7,7334,7962
8,7394,8022
1,7518,8146
2,7578,8206
3,7666,8294
4,7726,8354
5,7814,8442
6,7874,8502
7,7962,8590
8,8022,8650
1,8146,8774
2,8206,8834
3,8294,8922
4,8354,8982
5,8442,9070
6,8502,9130
7,8590,9218
8,8650,9278
1,8774,9402
2,8834,9462
3,8922,9550
4,8982,9610
5,9070,9698
6,9130,9758
7,9218,9846
8,9278,9906
1,9402,10030
2,9462,10090
3,9550,10178
4,9610,10238
5,9698,10326
6,9758,10386
7,9846,10474
8,9906,10534
